entity,variable,date,value
geoId/01001,Energy_Insights_Count_OilGasLease,2025,12
geoId/01001,Energy_Insights_Count_OilGasLease_Active,2025,8
geoId/01001,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01001,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01001,Energy_Insights_Count_OilGasAsset_Wellhead,2025,6
geoId/01001,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,2
geoId/01001,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01001,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01001,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,15
geoId/01001,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251001
geoId/01001,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,102
geoId/01003,Energy_Insights_Count_OilGasLease,2025,45
geoId/01003,Energy_Insights_Count_OilGasLease_Active,2025,38
geoId/01003,Energy_Insights_Count_OilGasLease_Idle,2025,5
geoId/01003,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01003,Energy_Insights_Count_OilGasAsset_Wellhead,2025,28
geoId/01003,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,8
geoId/01003,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,7
geoId/01003,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01003,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,62
geoId/01003,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251112
geoId/01003,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,60
geoId/01005,Energy_Insights_Count_OilGasLease,2025,23
geoId/01005,Energy_Insights_Count_OilGasLease_Active,2025,18
geoId/01005,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01005,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01005,Energy_Insights_Count_OilGasAsset_Wellhead,2025,14
geoId/01005,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,4
geoId/01005,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01005,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01005,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,31
geoId/01005,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251020
geoId/01005,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,83
geoId/01007,Energy_Insights_Count_OilGasLease,2025,8
geoId/01007,Energy_Insights_Count_OilGasLease_Active,2025,6
geoId/01007,Energy_Insights_Count_OilGasLease_Idle,2025,2
geoId/01007,Energy_Insights_Count_OilGasLease_Abandoned,2025,0
geoId/01007,Energy_Insights_Count_OilGasAsset_Wellhead,2025,5
geoId/01007,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,1
geoId/01007,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,2
geoId/01007,Energy_Insights_Count_OilGasAsset_TankBattery,2025,0
geoId/01007,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,12
geoId/01007,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251205
geoId/01007,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,37
geoId/01009,Energy_Insights_Count_OilGasLease,2025,67
geoId/01009,Energy_Insights_Count_OilGasLease_Active,2025,54
geoId/01009,Energy_Insights_Count_OilGasLease_Idle,2025,9
geoId/01009,Energy_Insights_Count_OilGasLease_Abandoned,2025,4
geoId/01009,Energy_Insights_Count_OilGasAsset_Wellhead,2025,42
geoId/01009,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,12
geoId/01009,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,10
geoId/01009,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01009,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,89
geoId/01009,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251108
geoId/01009,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,64
geoId/01011,Energy_Insights_Count_OilGasLease,2025,15
geoId/01011,Energy_Insights_Count_OilGasLease_Active,2025,11
geoId/01011,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01011,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01011,Energy_Insights_Count_OilGasAsset_Wellhead,2025,9
geoId/01011,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,3
geoId/01011,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,2
geoId/01011,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01011,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,21
geoId/01011,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251015
geoId/01011,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,88
geoId/01013,Energy_Insights_Count_OilGasLease,2025,34
geoId/01013,Energy_Insights_Count_OilGasLease_Active,2025,28
geoId/01013,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01013,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01013,Energy_Insights_Count_OilGasAsset_Wellhead,2025,21
geoId/01013,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,6
geoId/01013,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,5
geoId/01013,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01013,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,45
geoId/01013,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251122
geoId/01013,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,50
geoId/01015,Energy_Insights_Count_OilGasLease,2025,52
geoId/01015,Energy_Insights_Count_OilGasLease_Active,2025,43
geoId/01015,Energy_Insights_Count_OilGasLease_Idle,2025,6
geoId/01015,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01015,Energy_Insights_Count_OilGasAsset_Wellhead,2025,33
geoId/01015,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,9
geoId/01015,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,8
geoId/01015,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01015,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,71
geoId/01015,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251130
geoId/01015,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,42
geoId/01017,Energy_Insights_Count_OilGasLease,2025,19
geoId/01017,Energy_Insights_Count_OilGasLease_Active,2025,15
geoId/01017,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01017,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01017,Energy_Insights_Count_OilGasAsset_Wellhead,2025,12
geoId/01017,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,3
geoId/01017,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01017,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01017,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,27
geoId/01017,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251025
geoId/01017,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,78
geoId/01019,Energy_Insights_Count_OilGasLease,2025,28
geoId/01019,Energy_Insights_Count_OilGasLease_Active,2025,22
geoId/01019,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01019,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01019,Energy_Insights_Count_OilGasAsset_Wellhead,2025,17
geoId/01019,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,5
geoId/01019,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01019,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01019,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,38
geoId/01019,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251118
geoId/01019,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,54
geoId/01021,Energy_Insights_Count_OilGasLease,2025,41
geoId/01021,Energy_Insights_Count_OilGasLease_Active,2025,34
geoId/01021,Energy_Insights_Count_OilGasLease_Idle,2025,5
geoId/01021,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01021,Energy_Insights_Count_OilGasAsset_Wellhead,2025,25
geoId/01021,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,7
geoId/01021,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,6
geoId/01021,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01021,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,56
geoId/01021,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251208
geoId/01021,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,34
geoId/01023,Energy_Insights_Count_OilGasLease,2025,9
geoId/01023,Energy_Insights_Count_OilGasLease_Active,2025,7
geoId/01023,Energy_Insights_Count_OilGasLease_Idle,2025,2
geoId/01023,Energy_Insights_Count_OilGasLease_Abandoned,2025,0
geoId/01023,Energy_Insights_Count_OilGasAsset_Wellhead,2025,5
geoId/01023,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,2
geoId/01023,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,2
geoId/01023,Energy_Insights_Count_OilGasAsset_TankBattery,2025,0
geoId/01023,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,14
geoId/01023,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251003
geoId/01023,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,100
geoId/01025,Energy_Insights_Count_OilGasLease,2025,36
geoId/01025,Energy_Insights_Count_OilGasLease_Active,2025,29
geoId/01025,Energy_Insights_Count_OilGasLease_Idle,2025,5
geoId/01025,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01025,Energy_Insights_Count_OilGasAsset_Wellhead,2025,22
geoId/01025,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,6
geoId/01025,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,6
geoId/01025,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01025,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,49
geoId/01025,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251125
geoId/01025,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,47
geoId/01027,Energy_Insights_Count_OilGasLease,2025,17
geoId/01027,Energy_Insights_Count_OilGasLease_Active,2025,14
geoId/01027,Energy_Insights_Count_OilGasLease_Idle,2025,2
geoId/01027,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01027,Energy_Insights_Count_OilGasAsset_Wellhead,2025,10
geoId/01027,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,3
geoId/01027,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01027,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01027,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,24
geoId/01027,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251010
geoId/01027,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,93
geoId/01029,Energy_Insights_Count_OilGasLease,2025,58
geoId/01029,Energy_Insights_Count_OilGasLease_Active,2025,48
geoId/01029,Energy_Insights_Count_OilGasLease_Idle,2025,7
geoId/01029,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01029,Energy_Insights_Count_OilGasAsset_Wellhead,2025,36
geoId/01029,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,10
geoId/01029,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,9
geoId/01029,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01029,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,78
geoId/01029,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251202
geoId/01029,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,40
geoId/01031,Energy_Insights_Count_OilGasLease,2025,24
geoId/01031,Energy_Insights_Count_OilGasLease_Active,2025,19
geoId/01031,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01031,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01031,Energy_Insights_Count_OilGasAsset_Wellhead,2025,15
geoId/01031,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,4
geoId/01031,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01031,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01031,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,33
geoId/01031,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251115
geoId/01031,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,57
geoId/01033,Energy_Insights_Count_OilGasLease,2025,72
geoId/01033,Energy_Insights_Count_OilGasLease_Active,2025,59
geoId/01033,Energy_Insights_Count_OilGasLease_Idle,2025,10
geoId/01033,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01033,Energy_Insights_Count_OilGasAsset_Wellhead,2025,45
geoId/01033,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,13
geoId/01033,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,11
geoId/01033,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01033,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,96
geoId/01033,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251210
geoId/01033,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,32
geoId/01035,Energy_Insights_Count_OilGasLease,2025,31
geoId/01035,Energy_Insights_Count_OilGasLease_Active,2025,25
geoId/01035,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01035,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01035,Energy_Insights_Count_OilGasAsset_Wellhead,2025,19
geoId/01035,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,5
geoId/01035,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,5
geoId/01035,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01035,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,42
geoId/01035,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251028
geoId/01035,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,75
geoId/01037,Energy_Insights_Count_OilGasLease,2025,14
geoId/01037,Energy_Insights_Count_OilGasLease_Active,2025,11
geoId/01037,Energy_Insights_Count_OilGasLease_Idle,2025,2
geoId/01037,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01037,Energy_Insights_Count_OilGasAsset_Wellhead,2025,8
geoId/01037,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,2
geoId/01037,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01037,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01037,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,20
geoId/01037,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251105
geoId/01037,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,67
geoId/01039,Energy_Insights_Count_OilGasLease,2025,47
geoId/01039,Energy_Insights_Count_OilGasLease_Active,2025,39
geoId/01039,Energy_Insights_Count_OilGasLease_Idle,2025,6
geoId/01039,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01039,Energy_Insights_Count_OilGasAsset_Wellhead,2025,29
geoId/01039,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,8
geoId/01039,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,7
geoId/01039,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01039,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,63
geoId/01039,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251120
geoId/01039,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,52
geoId/01041,Energy_Insights_Count_OilGasLease,2025,26
geoId/01041,Energy_Insights_Count_OilGasLease_Active,2025,21
